"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MHO","M/I Homes, Inc.","35.05","964598151.6","n/a","1993","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho",
"MAC","Macerich Company (The)","65.75","9255816334","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","21.61","1943043247.19","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","24.8","309213666.4","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Corporation ","65.37","5527952013.87","n/a","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MFD","Macquarie/First Trust Global","12.6441","107946045.0306","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/mfd",
"BMA","Macro Bank Inc.","118.77","7952839081.23","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bma",
"M","Macy&#39;s Inc","25.8","7857812526.6","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","7.58","146054646.34","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/mcn",
"MSP","Madison Strategic Sector Premium Fund","11.65","67550090.15","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/msp",
"MMP","Magellan Midstream Partners L.P.","67.1","15300447707.6","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mmp",
"MGA","Magna International, Inc.","56.16","20180486720.16","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","11.35","387469580.15","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/mx",
"MH^A","Maiden Holdings, Ltd.","25.0425","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^a",
"MH^C","Maiden Holdings, Ltd.","24.41","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^c",
"MH^D","Maiden Holdings, Ltd.","22.65","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^d",
"MHLA","Maiden Holdings, Ltd.","24.649","0","n/a","2016","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhla",
"MHNC","Maiden Holdings, Ltd.","24.65","0","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnc",
"MAIN","Main Street Capital Corporation","40.46","2350642126.42","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/main",
"MSCA","Main Street Capital Corporation","25.68","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msca",
"MMD","MainStay DefinedTerm Municipal Opportunities Fund","20.18","556051101.52","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/mmd",
"MNK","Mallinckrodt plc","22.3","2118609537.6","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnk",
"MZF","Managed Duration Investment Grade Municipal Fund","13.56","92214454.56","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/mzf",
"MANU","Manchester United Ltd.","20.05","3292104817.7","n/a","2012","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. (The)","40.48","1424232047.04","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mtw",
"MN","Manning & Napier, Inc.","3.5","52641214.5","n/a","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","127.96","8479721866.56","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","20.89","41396998018.86","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","15.15","12872402358.3","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","64.75","31624688007.5","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MMI","Marcus & Millichap, Inc.","31.69","1208681983.69","n/a","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation (The)","27.8","773920836.2","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/mcs",
"MRIN","Marin Software Incorporated","10.5","59358610.5","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/mrin",
"MPX","Marine Products Corporation","14.84","516083749.72","n/a","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","21.7","515058874.4","n/a","1998","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hzo",
"MKL","Markel Corporation","1110.94","15433068496.94","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mkl",
"VAC","Marriot Vacations Worldwide Corporation","135.07","3578630214.38","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","84.13","42936319771.38","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/mmc",
"MLM","Martin Marietta Materials, Inc.","214.1","13458229869.1","n/a","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","42.72","13438229274.24","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","71.3","2029992567.2","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","47.45","3926991608.8","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/mtz",
"MA","Mastercard Incorporated","149.89","166210637749","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","27.61","2994222498.3","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","47.3","948056320.2","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","28.52","1210612796.08","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","15.2","290464384.8","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
"MAXR","Maxar Technologies Ltd.","66.23","3718096699.26","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/maxr",
"MMS","Maximus, Inc.","70.82","4612971745.76","n/a","1997","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","24.81","1661249440.65","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxl",
"MBI","MBIA, Inc.","8.08","741565730.96","n/a","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mbi",
"MKC","McCormick & Company, Incorporated","101.16","13251795008.04","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc.v",
"MDR","McDermott International, Inc.","7.26","2061903597.6","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mdr",
"MCD","McDonald&#39;s Corporation","173.15","138032684562.2","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","1.83","609428175.63","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MCK","McKesson Corporation","152.57","31806948209.63","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/mck",
"MDU","MDU Resources Group, Inc.","28.14","5495865140.64","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mdu",
"MTL","Mechel PAO","4.5","936609174","n/a","2004","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.95","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtl^",
"MRT","MedEquities Realty Trust, Inc.","10.91","346456738.08","n/a","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mrt",
"MPW","Medical Properties Trust, Inc.","13.58","4945239566.4","n/a","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","72.88","869724047.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","5.66","308324034.26","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/mcc",
"MCV","Medley Capital Corporation","25.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcv",
"MCX","Medley Capital Corporation","25.83","0","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/mcx",
"MDLQ","Medley LLC","25.34","0","n/a","2017","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdlq",
"MDLX","Medley LLC","24.28","0","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdlx",
"MDLY","Medley Management Inc.","6.5","189342777","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdly",
"MD","Mednax, Inc","51.64","4836356748.52","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/md",
"MDT","Medtronic plc","81.07","109728082860","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/mdt",
"MRK","Merck & Company, Inc.","55.57","151396954920.95","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","53.58","2964692685.66","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","71.65","3201043281.5","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","51.5","2076792193","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","24.01","2126889186.73","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mtor",
"MER^K","Merrill Lynch & Co., Inc.","26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^k",
"MER^P","Merrill Lynch & Co., Inc.","26.56","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^p",
"PIY","Merrill Lynch Depositor, Inc.","13.82","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"MTR","Mesa Royalty Trust","15.4","28699286","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","22.75","298480227.5","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"MEI","Methode Electronics, Inc.","42.2","1553417996.6","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","53.76","56571608808.96","n/a","2000","Finance","Life Insurance","http://www.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","24.54","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^a",
"MCB","Metropolitan Bank Holding Corp.","47.26","365462147.12","n/a","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/mcb",
"MTD","Mettler-Toledo International, Inc.","623.19","15940654285.56","n/a","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","10.5147","77280058.8252","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","15.59","234283557.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","8.06","3199362699.78","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfa",
"MFA^B","MFA Financial, Inc.","25.21","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfa^b",
"MFO","MFA Financial, Inc.","25.8","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfo",
"MFCB","MFC Bancorp Ltd.","7.65","95891227.65","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mfcb",
"MCR","MFS Charter Income Trust","8.51","423935189.71","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","4.8","156485361.6","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","4.11","483881290.14","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","6.1","435407129.8","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","6.92","285018406.52","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","6.55","46401627.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","15.38","5699317399.38","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"MGP","MGM Growth Properties LLC","29.05","2059551923.8","n/a","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mgp",
"MGM","MGM Resorts International","33.18","18784466969.1","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mgm",
"KORS","Michael Kors Holdings Limited","61.81","9399980862.02","n/a","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"MFGP","Micro Focus Intl PLC","32.36","14086377023.88","n/a","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mfgp",
"MAA","Mid-America Apartment Communities, Inc.","103.13","11718353953.82","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/maa",
"MAA^I","Mid-America Apartment Communities, Inc.","66.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maa^i",
"MSL","MidSouth Bancorp","13.25","219271984.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"MPO","MIDSTATES PETROLEUM COMPANY, INC.","16.25","409066872.5","n/a","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpo",
"MCRN","Milacron Holdings Corp.","17.93","1244634581.74","n/a","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mcrn",
"MLR","Miller Industries, Inc.","25.35","288444518.7","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","12.44","166965375.76","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/hie",
"MTX","Minerals Technologies Inc.","68.5","2422630663.5","n/a","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MP^D","Mississippi Power Company","26.538","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp^d",
"MG","Mistras Group Inc","22.47","635692231.23","n/a","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/mg",
"MTU","Mitsubishi UFJ Financial Group Inc","6.96","92501476320","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"MIXT","MiX Telematics Limited","11.37","254406353.73","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","3.62","45906076130","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","8.73","8532869057.28","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"MODN","Model N, Inc.","15.95","467813053.4","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","21.15","1064737783.8","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mod",
"MC","Moelis & Company","48.15","1603822716.45","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mc",
"MHK","Mohawk Industries, Inc.","280.57","20857062320.89","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","75.11","4288330340","n/a","2003","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/moh",
"MOLC","Molino Canuelas S A C I F I A","n/a","0","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/molc",
"TAP","Molson Coors Brewing  Company","80.14","13044702349.5","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Brewing  Company","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tap.a",
"MNR","Monmouth Real Estate Investment Corporation","18.03","1380538132.44","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mnr",
"MNR^C","Monmouth Real Estate Investment Corporation","25.16","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^c",
"MON","Monsanto Company","117.3","51635456363.7","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"MCO","Moody&#39;s Corporation","152.39","29121729000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","52.89","95619786625.29","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","22.87","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","29.53","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","29.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^f",
"MS^G","Morgan Stanley","27.36","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^g",
"MS^I","Morgan Stanley","28.41","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^i",
"MS^K","Morgan Stanley","27.31","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^k",
"APF","Morgan Stanley Asia-Pacific Fund, Inc.","17.85","239729177.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apf",
"CAF","Morgan Stanley China A Share Fund Inc.","23.29","509619319.85","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/caf",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","9.91","206873777.05","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","7.71","517539918","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/edd",
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","17.22","243065190.48","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/msf",
"IIF","Morgan Stanley India Investment Fund, Inc.","35.75","511652891.75","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/iif",
"MOSC","Mosaic Acquisition Corp.","n/a","0","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/mosc",
"MOSC.U","Mosaic Acquisition Corp.","n/a","0","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/mosc.u",
"MOSC.WS","Mosaic Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mosc.ws",
"MOS","Mosaic Company (The)","23.62","8291792709.38","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","92.52","14988221681.04","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","30.55","700820757.65","n/a","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"MPLX","MPLX LP","35.71","14536338287.2","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","15.82","1495520175.66","n/a","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mrc",
"ICB","MS Income Securities, Inc.","18.11","162325996.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icb",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","11.081","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"MSA","MSA Safety Incorporporated","80.64","3066898625.28","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/msa",
"MSM","MSC Industrial Direct Company, Inc.","90.5","5103449755","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","127.71","11502691939.53","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/msci",
"MSGN","MSG Networks Inc.","19.55","1470852636.95","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/msgn",
"MLI","Mueller Industries, Inc.","35.67","2061913410.18","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mli",
"MWA","MUELLER WATER PRODUCTS","12.35","1952061105.8","n/a","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mwa",
"MULE","MuleSoft, Inc.","21.49","2792881574.84","n/a","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mule",
"MUR","Murphy Oil Corporation","28.44","4907972508.12","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","81","2818488150","n/a","2013","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/musa",
"MVO","MV Oil Trust","6.78","77970000","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mvo",
"MVC","MVC Capital, Inc.","10.72","226343205.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvc",
"MVCB.CL","MVC Capital, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvcb.cl",
"MVCD","MVC Capital, Inc.","25.5","0","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/mvcd",
"MYE","Myers Industries, Inc.","19.75","601151309.75","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/mye",
"MYOV","Myovant Sciences Ltd.","12.07","736120295.79","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/myov",
"NBR","Nabors Industries Ltd.","6.04","1726620740.44","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbr",
"NC","NACCO Industries, Inc.","40.85","279667188.3","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","12.6","459228306.6","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ntp",
"NTEST","NASDAQ TEST STOCK","30.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntest.c",
"NBHC","National Bank Holdings Corporation","31.98","863918497.26","n/a","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","57.96","4960344369.96","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","59.57","40324419569.35","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","78.24","3249475728.96","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","32.62","12396650722.82","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","98.95","689326962.15","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","42.08","6398403411.04","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nnn",
"NNN^E","National Retail Properties","25.53","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^e",
"NNN^F","National Retail Properties","25.1523","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nnn^f",
"SID","National Steel Company","2.17","2944978711.99","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","26.07","1159411422.84","n/a","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","25.92","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nsa^a",
"NSM","Nationstar Mortgage Holdings Inc.","17.39","1699462965.5","n/a","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nsm",
"NGS","Natural Gas Services Group, Inc.","24.7","319648553.9","n/a","2002","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","8.25","185196462","n/a","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","24.75","302742148.5","n/a","2002","Energy","Coal Mining","http://www.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","1.55","85022219.75","n/a","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","13.35","409939825.05","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls",
"NCI","Navigant Consulting, Inc.","19.15","879366870.15","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/nci",
"NVGS","Navigator Holdings Ltd.","9.85","546988535.35","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","1.17","175918848.3","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","1.27","151825162.44","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
